Company_name,URL,company_head,founded_year,location,model,contact
Mikestar GmbH,,"Helge Hinrichs, Monte Miersch, Joachim Penk",2007,Hamburg,Online-Karaokebar,info@mikestar.com
Mikestar GmbH (ehemals TalentRun GmbH),http://www.talentrun.de/,"Helge Hinrichs, Monte Miersch, Joachim Penk",2007,Berlin,Online-Karaokebar,info@mikestar.com
millepondo services,http://www.fanground.net/,Michael P?tz,2007,K?ln,Online-Community f?r Sportfans,info@fanground.net
MindMatics AG,http://www.mindmatics.de/,"Ingo Lippert, Armin Barbalata, Oliver Beckmann, Christian Hinrichs",2000,M?nchen,Mobile Marketing,info@mindmatics.de
Miomente GmbH,http://www.miomente.de,"Sabine Engel, Michael Kowalzik",2010,München,Online-Shop für Events und Genussereignisse,
miosato GmbH,http://www.miosato.com/,"Marc-Alexander Christ, Max Laemmle",2010,Berlin,Shop für Designer-Mode,
Mister Linse GmbH,http://www.misterlinse.de,"Marcus Ferstl, Sven H?wel",2010,Planegg,Kontaktlinsenshop,
Mister Spex GmbH,http://www.misterspex.de,Dirk Graber,2007,Berlin,e-Commerce-Shop für Brillen,service@misterspex.de
mixxt GmbH,http://www.mixxt.de/,Oliver Ueberholz,2007,Bonn,Meta-Community,oliver.ueberholz@mixxt.net
MKB Mietkautions AG,http://smartkaution.de/,Bernd Schlutt,2010,Berlin,Mietkautionsanbieter,
MobileBits GmbH,http://www.mobilebits.de,Tel,2009,Hamburg,Spiele für Mobilplattformen,info@mobilebits.de
Mobilinga GmbH,http://www.mobilinga.com/,Matthias Kose,2009,Bremen,Sprachlerndienste für mobile Endgeräte,
Moconso Technologies GmbH,http://moconso.de/,"Devid Wagner, Alexander Wittkow",2007,M?nchen,Mobile-Connectet-Solutions-Dienstleister,
moebel.de,http://www.moebel.de,"Robert Kabs, Arne Stock",2007,Hamburg,Vertikale Produktsuchmaschine zum Thema Einrichten und Wohnen,
mokono GmbH,http://www.blog.de,"Vasco Sommer-Nunes, Florian Wilken",2005,Berlin,Weblog-Dienst,
momox GmbH,http://www.momox.de/,"Christian Wegner, Heiner Kroke, Oliver Dahms, Timm Langhorst",2006,Berlin,Ankaufplattform für Medienprodukte,info@momox.de
Moneymaker24.com GmbH,http://www.yenomi.de,"Simone Hofmann, Dipl.-Ing. (FH) Daniel Beyer",2006,F?rth,Online-Bonusprogramm,info@yenomi.de
monofaktur GmbH,http://www.monofaktur.de/,Susanne Sternagel,2009,M?den,Werkstatt für einzigartige Produktideen,
moovin Immobilien GmbH,http://moovin.de,Fabian Mellin,2015,Hamburg,Online-Plattform für alle Services rund um die Immobilienvermittlung,hello@moovin.de
Moto GmbH,http://www.autoda.de/,Sebastian Klauke; Andreas v. Lochow,2011,Hamburg,Online-Shop für Gebrauchtwagen,
Motor-Talk GmbH,http://motor-talk.de/,"Hartmut W?hlbier, Tom Kedor, Bert Schulzki",2001,Berlin,Community für Autofans,info@motor-talk-gmbh.de
motoso.de GmbH & Co. KG,http://www.motoso.de,"Felix Jung, Kai B?sel",2004,Hamburg,"Internet-Marktplatz für Fahrzeuge, Ersatzteile, Zubehör und Kfz-Service.",info@motoso.de
mountix AG,http://www.mountix.com/,"Robert Jacobi, Peter Schlickenrieder",2012,München,Outdoor-Community,info@mountix.com
MoVendor GmbH & Co. KG,http://www.movendor.com,"Christian von Appen, Gunnar Stockmann",2011,Hamburg,,
Movevision D?sseldorf GmbH,http://www.loomup.de,Martin Lux,2008,D?sseldorf,individualisierte Postkarten,info@loomup.de
moviemates GmbH,http://moviemates.de/,"Siegmund Gorr, Thore Sauerland",2006,Hamburg,Film-Community,contact@moviemates.de
moviepilot GmbH,http://www.moviepilot.de/,Tobias Bauckhage,2007,Berlin,Bewertungsplattform für Filme,info@moviepilot.de
Mucelli.com GmbH,http://www.mucelli.com,Christian Reber,2008,Berlin,kosteloser Musikservice,christian@mucelli.com
Museotainment GmbH,http://www.museotainment.de,"Martin Treusch von Buttlar, Tal Uscher",2013,Berlin,Softwareplattform zur Produktion von Audio- und Multimediaguides als Games und Storytelling,info@museotainment.de
mutantbrains Willmann-Hollwedel GbR,http://www.yieeha.de,"Felix Willmann, Arne Hollwedel",2006,Ellerau,Social-Commerce- und Gewinnspiel-Plattform,info@yieeha.de
My music AG,http://mymusic.de,Kaweh Kalirad,2007,Bielefeld,Musik-Community,info@mymusic.de
MY-HAMMER AG,http://www.my-hammer.de,Markus Berger-de-Lon,2005,Neuss,Online-Marktplatz für Handwerks-Aufträge und Dienstleistungen,
My-Spexx Limited,http://www.my-spexx.de,Jin Baoguo,2007,K?ln,Online-Optiker,info@my-spexx.de
mybestbrands GmbH,http://www.mybestbrands.de/,"Jörg Domesle, Moritz Seidel",2008,München,,info@mybestbrands.de
myblog AG,http://www.myblog.de/,"Stefan Gl?nzer, Nico Wilfer",2003,Hamburg,Blog-Community,nico.wilfer@myblog.de
mybrands GmbH,http://www.mybrands.de/,Michael Franzkowiak,2009,Berlin,Online-Outlet für Designermode,
mydays GmbH,http://www.mydays.de/,"Fabrice Schmidt, Thomas S?hn, Alexander Lasslop",2003,M?nchen,Erlebnis-Shop,
MyDomicile.com GmbH,http://www.roomeon.com/,"Ingolf Jung, Sebastian Heinzel",2009,Potsdam,3D-Raumplanungssoftware,info@roomeon.com
MyFaible GmbH,http://www.myfaible.de/,"Thorsten Alles, Maxim Nohroudi, Markus Unkels",2007,Berlin,Meta-Community,info@myfaible.de
myfitmix GmbH,http://www.myfitmix.de/,Lyudmyla Shcherbina,2008,Kelkheim,"Online-Shop f?r individuelle M?slis, Cocktails, Fruitails und Naschereien",info@myfitmix.de
MyGall GmbH,http://www.mygall.de,Niklas Bolle,2007,Leipzig,Kunst-Galerie,info@mygall.net
MyImageControl GmbH,http://www.myimagecontrol.com/,Susanne Krian,2009,Hamburg,Image-Management,
myJobVideo Ltd.,http://www.myjobvideo.de,"Norman Tobias Leis, Michael Wohlfarth",2007,Wiesbaden,Online-Videostellenb?rse,
MyLane,https://www.mylane.de,Cedric May,2013,Berlin,Lokaler Online-Marktplatz mit Same-Day-Delivery,info@mylane.de
myloma GmbH,https://www.myloma.de,Antoine Henrich & Maximilian Schulz,2015,Wiesbaden,B2C Marktplatz - B2B Verwaltungssoftware,kontakt@myloma.de
mylugo GmbH,http://www.mylugo.de,,2008,Hamburg,,
mymuesli GmbH,http://www.bpcc.de,"Hubertus Bessau, Philipp Kraiss, Max Wittrock",2009,Passau,Shopping-Club für Kaffeefreunde,
mymuesli GmbH,http://www.mymuesli.de,"Max Wittrock, Hubertus Bessau, Philipp Kraiss",2007,Passau,Online-Shop f?r user-generated M?sli,diejungs@mymuesli.com
mynesto GmbH,http://www.mynesto.com,"Iskender Dirik, Raimar von Wienskowski",2007,Hamburg,Internet-Community rund um das Thema Wohnen,info@mynesto.com
myON-ID Media GmbH,http://www.myonid.de,"Christian Sigl, Mario Grobholz",2007,K?ln,Online-Plattform für Reputations-Management,info@onid.de
myona GmbH,http://www.myona.de,"Felix Segebrecht, Hans R?sch, Wolfgang Schr?der, Arne Wiehe",2009,Hamburg,Online-Service rund um Verhütung,info@myona.de
MyParfuem GmbH,http://www.myparfum.de,Matti Niebelsch?tz,2008,Berlin,Parfuem individuell gestalten,mail@myparfuem.de
myPeopls GmbH,http://www.mypeopls.de,"Gerno Thieleke, Rainer Philipp",2007,Hamburg,Meta-Community,info@mypeopls.de
myphotobook GmbH,http://www.myphotobook.de/,"David Diallo, Jan Christoph Gras",2004,Berlin,Online-Fotobuchdienst,
myposter GmbH,http://www.myposter.de,"René Ruhland, Marc Ruhland, Anna Ruhland",2011,Bergkirchen (bei München)  ,Online-Shop für individuelle Drucke in Großformaten,
myprinting GmbH,http://www.myprinting.de/,"Alexander K?stler, Johannis Hatt",2008,M?nchen,Digitales Fotocollagenstudio,
myRSS.de,http://www.myrss.de,"Georgi Pangelov, Nando Stille",2007,Frankfurt,RSS-Dienst,info@myrss.de
MySuperPets GmbH,http://www.mysuperpets.de,Gerhard Schons,2008,Wald-Michelbach,Kinder-Community,info@mysuperpets.de
MyVideo Broadband S.R.L.,http://www.myvideo.de/,Anca-Alina Seghedi,2006,"Bukarest, Berlin",Video-Community,info@mail-myvideo.net
mywuff.com GmbH,http://www.mywuff.com/,Julia Schneider,2007,K?ln,Hunde-Community,info@mywuff.com
Nachtagenten GmbH,http://nachtagenten.de/,"Robert Solansky, Alan Solansky",2001,M?nchen,Party-Community,info@muenchen.nachtagenten.de
NameRobot GmbH,http://www.namerobot.de/,"Mark Leiblein, Moritz Scholz",2010,München,Online-Portal für Namensfindung,info@namerobot.de
neonature studios GmbH,http://www.verblitzt.de/,"Thomas Komb?chen, Uli Wolter",2008,K?ln,Dating-Plattform,postbox@neonaturestudios.de
Neonga AG,http://www.neonga.com/,Rolf Kl?ppel,2010,Berlin,Online-Spieleschmiede,kontakt@neonga.com
NEOSULTING GmbH,http://www.zentralesfundbuero.de/,Markus Schaarschmidt,2014,Frankfurt am Main,Meta Plattform für Fundsachen,kontakt@zentralesfundbuero.de
NetDoktor.de GmbH,http://www.netdoktor.de/,Silke Haffner,1998,M?nchen,Gesundheitsplattform,info@netdoktor.de
Netleih GmbH & Co. KG,http://www.netleih.de/,"Mario Brunow, Andreas Grebenstein",2002,Seesen,Online-DVD-Verleih,
NetMoms GmbH,http://www.netmoms.de/,"Stephanie Staar, Tanja Cassandra Prinzessin zu Waldeck und Pyrmont, Jens Echterling",2007,K?ln,Mütter-Netzwerk,kontakt@netmoms.de
netvoting GmbH & Co. KG,http://www.netvoting.com/,Abdulla Saleh,2007,M?nchen,Voting-Community,kontakt@netvoting.com
networx consulting GmbH,http://www.networx.info/,"Tjalf Nienaber, Mark K. Bose",2007,Hamburg,Business-Netzwerk,team@networx.info
netzathleten.net GmbH,http://www.netzathleten.de/,"Stefan Pfannmoeller, Hubert Muekusch",2007,M?nchen,Vertical Content Network für das Thema Sport,info@netzathleten.de
NetzMetz UG (haftungsbeschr?nkt),http://www.moviac.de/,"Christoph Brinkmann, Marius M?ller-Minde",2009,Frankfurt am Main,Kino on demand,info@moviac.de
Netzoptiker GmbH,http://www.netzoptiker.de,"Lars Leber, Dirk Meier",2006,Limburg,Online-Shop für Brillen,info@netzoptiker.de
Neu.de GmbH,http://www.neu.de,"Sven Jan Arndt, Christian Dornhoff",2002,K?ln,Partnerb?rse,
neubau kompass AG,http://www.neubaukompass.de,Udo Sauer,2008,M?nchen,Online-Datenbank für Neubau-Immobilien und aktuelle Bauträger-Projekte,info@neubaukompass.de
New Book Business Development GmbH & Co. KG,http://www.bilandia.de/,"Gregor von dem Knesebeck, Julia von dem Knesebeck",2008,M?nchen,Buchplattform,
New Media Networks Ltd.,http://www.grauezelle.net,"Kambiz Djafari, Julian Tosun",2008,Offenbach am Main,Rätselplattform,
Newletter2Go GmbH,https://www.newsletter2go.de/,"Steffen Schebesta, Christoph Beuck",2011,Berlin,E-Mail Marketing Software,info@newsletter2go.de
Newniq Trifonoff.Depis GbR,https://www.newniq.com,,2013,Berlin,"Design-Crowdbuying-Plattform für neues, kuratiertes Design",info@newniq.com
newsletter.ag Agentur GmbH,http://www.rundum-newsletter.de,Axel Hrausek / Steffen M?ller,2008,M?nchen,Newsletter-Verzeichnis,
Newtracks UG,http://www.newtracks.biz,Roman Frank,2011,Berlin,Music-Games für soziale Netzwerke,info@newtracks (?unkt) biz
Nexus Media GmbH,http://www.preistipp.de,"Dennis Kl?sekamp, Kayhan Altintas",2008,Bochum,Preisvergleich für den Online und den lokalen Fachhandel,info@preistipp.de
nexxter game advertising GmbH,http://www.nexxter.com/,Tung Nguyen-Khac,2007,M?nchen,Vermarktung von Spielen,info@nexxter.com
nfon AG,http://www.nfon.net,"Fabian Hoppe, Marcus Otto, Jens Blomeyer",2007,M?nchen,Webbasierte Telefonanlagen,info@nfon.net
noovee media GmbH,http://www.noovee.com,"Daniela Terberl, Andt Apitz",2007,Berlin,Szene-Reiseangebot,www@noovee.com
northworks Software GmbH,http://www.northworks.de/,"Sascha Kaddatz, Thomas Lehr, Axel W?rthele",2006,Hamburg,Browserspiel-Hersteller,
Notism / HarborNation,,Jan Riecke,2012,Hamburg,Design Collaboration Platform / SaaS,
now-in.org GmbH,http://www.now-in.org,"Bernward Malaka, Christoph Mause",2006,Leverkusen,Event-Plattform,info@now-in.org
nugg.ad GmbH,http://www.nugg.ad/,Martin Hubert,2006,Berlin,Anbieter von Lösungen für Behavioral-Targeting,mailbox@nugg.ad
onbelle GmbH,http://onbelle.de/,"Nina Blasberg, Nicole Stein",2014,Köln,,
onBill UG (haftungsbeschränkt),https://www.onbill.de/,Toni Klätke,2014,Berlin,Rechnungssoftware ,kontakt@onbill.de
ondux GmbH,http://www.ondux.de,Martin M?ndlein,2007,Estenfeld,Ausschreibungsunterlagendienst,info@ondux.de
OneExtra OHG,http://www.neuronation.de/,"Ilya Shabanov, Rojann Ahmadi",2011,Berlin,Gehirnjogging-Spiele,
oneview GmbH,http://www.oneview.com/,"Guido Kaltwasser, Carl-Marcus Rudert",2005,K?ln,Social-Bookmark-Dienst,kontakt@oneview.de
Onewaygo GmbH,http://www.onewaygo.de/,"Thomas K?rner, Martin Buske",2009,Bonn,Einweg-Autovermietung,
Online Advertising Solutions Ltd.,http://www.captainad.com/,Max Moldenhauer,2007,Berlin,Video-Vermarktung,info@captainad.com
OnlineLiebe GmbH,http://www.zuckerjungs.de/,Andreas von Maltzan,2009,M?nchen,Dating-Dienst für Frauen über 35 Jahre,info@zuckerjungs.de
OnlineLiebe GmbH,http://www.liebejz.de/,Andreas von Maltzan,2008,Unterf?hring,Partnerbörse,info@liebejz.de
onspin GmbH & Co. KG,http://www.bonspin.de,Bert Mutsaers,2007,Osnabr?ck,Ideenschmiede,president@bonspin.de
OnVista AG,http://www.onvista-group.de/,Klaus-J?rgen Baum,1998,K?ln,"Internet-Unternehmen mit Fokus Finanzmärkte (Finanzportal OnVista, Börsen-Community Tradingbird, Online-Broker OnVista Bank)",
openpot Media OHG,,"Benjamin Czycholl, Jochen Pfaf",2007,Freudenstadt,Online-Musikvertrieb,
Opportuno GmbH,http://www.opportuno.de/,"Andreas Bogen, Michael Bogen",2007,M?nchen,Jobsuchmaschine,mail@opportuno.com
opus 5 interaktive medien gmbh,http://www.sportiversum.de,Wolfgang Kinkel,2007,Dreieich / Frankfurt,Sportler-Netzwerk,kinkel@opus5.de
Orbster GmbH,http://www.orbster.com/,"J?rn Rehse, Georg Broxtermann",2008,Karlsruhe,Handy-Spiele-Produzent,info@orbster.com
Ormigo GmbH,https://ormigo.com/,"Henning Lange, Oliver Thylmann",2005,K?ln,Performance-Marketing,
OSN Online Social Networking GmbH,http://verwandt.de/,"Daniel Gr?zinger, Sven Schmidt",2007,Hamburg,Familienstammbaum-Plattform,info@verwandt.de
output.ag,https://www.output24.de,Peter A. Vorgel ,2008,Nürnberg,"In- / Output Management, elektronische Postzustellung und -empfang",info@output.ag
Outright Vision GmbH,https://koomio.com,Thomas Henz,2012,Köln,Lokaler Marktplatz,
OVC Online Video Communications GmbH,http://www.kissnofrog.com/,"Johannes Wickmann, Bennett Springer",2008,Hamburg,Speed-Dating-Plattform,
overheat UG,http://www.overheat.de ,"David Odenthal, Daniel Schlicker",2015,Engelskirchen ,"Conversion, Usability und Response-Optimierung. ",info@overheat.de
Owonda GmbH,http://www.owonda.com,,2008,Berlin,Flirt-Plattform,kontakt@owonda.com
Pactas GmbH,http://www.pactas.com/,Ricco Deutscher,2012,Frankfurt am Main,"Internet-Plattform zur Versendung, Empfang und Verwaltung von elektronischen Rechnungen",contact@pactas.com
paij GmbH,http://www.paij.com,"Volkan ?zkan, Sylvia Klein",2012,Wiesbaden,Mobile Payment-App,kontakt@paij.com
PaketPLUS Dr. Alexander Schwinn & Bastian Mell GbR,http://www.paketplus.de,Dr. Alexander Schwinn / Bastian Mell,2009,Berlin,Werbenetzwerk für Paketbeilagen,info@paketplus.de
Palabea e-Services GmbH,http://www.palabea.net,"Matthias Spanic, Fabian H?bner, Regine Haschka-Helmer",2007,Berlin,Sprach-Lernplattform,info@palabea.com
Pamyra GmbH,https://www.pamyra.de/,Felix Wiegand,2015,Leipzig, Vergleichs- und Buchungsplattform für Speditionen und Transportdienstleistungen ,
PaperC GmbH,http://paperc.de/,"Felix Hofmann, Martin Fr?hlich",2009,Berlin,Dokumentenplattform für Fachbücher,
Parallelwelten GmbH,http://www.monte-welt.com,"Birgitt H?lzel, Stefan Ruzas",2007,Unterf?hring,Online-Magazin f?r Bergwelten,bh@monte-welt.com
ParkLabs GmbH,http://www.crowdpark.com,"Martin Frindt, Ingo Hinterding",2009,Berlin,Social Betting- und Casino-Spiele,info@crowdpark.com
Parkteam AG,http://www.comwat.de/,Alf Br?nn,2001,Wuppertal,Meta-Community,info@parkteam.de
Parkteam AG,http://www.e64.de/,Alf Br?nn,2001,Wuppertal,Matching-Community,info@parkteam.de
Partner.de GmbH,http://www.partner.de,"Dirk Ströer, Peter Richarz",2005,Köln,Partner-Vermittlung,
Pauldirekt GmbH,http://www.pauldirekt.de,"Stefan Seebauer, Tim Schwenke",2008,M?nchen,Shoppingclub,paul@pauldirekt.de
Payango GmbH,http://www.payango.com/,Volker Breuer,2008,M?nchen,Wunschkreditkarten,info@payango.com
Payworks GmbH,http://www.payworks.com,"Christian Deger, David Bellem, Heike O'Donnell",2012,München,Payment Gateway Technology,info@payworks.com
Peakstone-One GmbH,http://www.rockitmobile.de,Frank Radeck,2006,K?ln,SMS-Community,info@peakstone1.de
Pearlfection GmbH,http://www.pearlfection.de/,Hendrik Ernst,2007,M?nchen,"Schmuck selbst gestalten, kaufen und verkaufen",info@pearlfection.de
Peo-Verlag GmbH & Co KG,http://www.peo.de/,Christian Steinhausen,2005,Hamburg,Online-Plattform zur Ver?ffentlichung von eigenen Texten,info@peo.de
Performance Media Deutschland GmbH,http://www.performance-media.de,"Christoph H. Sch?fer, Michael Siegler",2005,Hamburg,Online-Mediaplanung und Online-Mediaplattform,cs@performance-media.de
Pharetis GmbH,http://www.uniturm.de/,Dirk Ehrlich,2007,Leipzig,Wissensnetzwerk für Studenten,info@uniturm.de
Picopay GmbH,http://www.picopay.de/,"Andreas Stehling, Ulf B?geholz",2010,Hamburg,One-Click-Bezahldienst,
Pidoco GmbH,https://pidoco.com,Philipp Huy,2008,Berlin,Web-basierte Plattform für Prototyping und Testing von Web- und Softwareoberflächen,kontakt@rapidrabb.it
PiNkey AG,http://www.pinkey.de/,Steffen Malessa,2010,Oberwei?bach,Lagerdienst für Schlüssel,
Pinspire GmbH,http://www.pinspire.de,"Karljo Seilern, Sin Kun Yoon",2011,Berlin,,contact@pinspire.com
Pitaya Media GmbH,http://www.pitaya-media.com/,Dirk Buschmann,2009,K?ln,Kochapplikationen für Smartphones,info@www.pitaya-media.com
Pixel Talents GmbH,http://www.pixeltalents.com/,"Silver Ilves, Paul Leibssle, Gleb Teplisky",2009,M?nchen,Marktplatz für Grafik und Fotos,
pixoona GmbH & Co. KG,http://www.pixoona.de/,"Florian Hofmann, Sylvia Klein",2012,Wiesbaden,Bildertagging-App (Mobile & Web),kontakt@pixoona.de
Plan Forward GmbH,https://www.getsafe.de,"Christian Wiens, Marius Blaesing",2013,Heidelberg,Digitaler Versicherungsmanager,
Platinnetz GmbH,http://www.platinnetz.de/,Stefan Vossk?tter,2007,K?ln,Community für Best-Ager,
Play.fm GmbH,http://www.play.fm,Georg Hitzenberger,2008,Wien,Audiodatenbank für DJ- und Clubkultur,
Playata GmbH,http://www.playata.com,Johannes Sevket G?zalan,2009,M?nchen,Konzeption und Umsetzung von Spiele-Datenbanken,mail@playata.com
Playgenic GmbH,http://www.playgenic.com/,Marc Wardenga,2010,M?nchen,Spieleschmiede,
Playgood Entertainment GmbH,http://www.playgood.de/,Marcel Knass,2010,G?tersloh,Spiele-Start-up,
Playotope GmbH,http://www.playotope.de/,Sebastian Bacher,2009,Berlin,Individuelle Browserspiele,
plazes AG,http://www.plazes.com,"J?rg Malang, Stefan Kellner, Felix Petersen",2004,"Z?rich, Berlin",Lokalisations-Community,
pleXme GmbH & Co KG,http://www.plexme.de/,Dieter Kramps,2007,Dortmund,Mobiles Social Network,
plista GmbH,https://www.plista.com/,Michel Gagnon,2008,Berlin,Content- und Werbeplattform,info@plista.com
pliXos GmbH,http://www.plixos.com,"J?rg Stimmer, J?rg Junge",2009,M?nchen,,
pluddel UG (haftungsbeschr?nkt),http://www.pluddel.de,HW Eichner,2009,D?sseldorf,Individuelles Geschenkpapier,kontakt@pluddel.de
PlusForta GmbH,http://www.kautionsfrei.de/,"Franz Rudolf Golling, Herzs Krymalowski",2008,D?sseldorf,Mietkautionsanbieter,info@kautionsfrei.de
Plusser Portal GmbH,http://www.plusser.de/,"Jannis Choulidis, Alexander Thomas",2008,Wiesbaden,Community f?r Menschen jenseits der 40,
PMG Media Limited,http://playmygame.com/,"Gregor Czubak, Samuel Wulf, Guido Schmetz",2007,Herzogenrath,Personalisierbare Spiele,info-de@pmg-media.net
"podcast.de Bacigalupo, Ziehe, Girnatis GbR",http://www.podcast.de,Fabio Bacigalupo,2007,Berlin,Podcasting-Community,info@podcast.de
poi.la GmbH,,Andreas Ebert,2009,Frankfurt am Main,Location based Microblogging-Plattform,info@dailyplaces..net
pointoo GmbH,http://www.pointoo.de/,Christian Strasheim,2006,M?nchen,Location Bookmark Service,info@pointoo.de
Pop Rocket Games UG,http://www.poprocketgames.com/imprint.php,"Tahsin Avci, Bernd Sanmann",2010,Hamburg,Spiele-Start-up,
popula GmbH,http://www.popula.de,"Philipp Friesen, David Keuenhof",2008,K?ln,Eventkalender,info@popula.de
Portal United Ltd,http://www.blauarbeit.de/,"Ramin Ziai, John Minah, Michael Amtmann",2004,K?ln,Online-Marktplatz für Handwerks-Aufträge und Dienstleistungen,
PoshBags4rent,http://www.PoshBags4rent.de,,2008,Eschborn,"Designer-Handtaschen zum Leihen, Mieten oder Kaufen an.",info@poshbags4rent.de
Preisbock GmbH,http://www.mansbox.de,Christian Otto Gr?tsch,2010,Jena,Abo-Service für Markenwäsche,info@mansbox.de
Preisbock GmbH,http://www.mansbox.de,Christian Otto Gr?tsch,2010,Jena,Abo-Service für Markenwäsche,info@mansbox.de
Preisbock GmbH,http://www.preisbock.de/,Christian Gr?tsch,2007,Jena,Live-Shopping-Plattform,info@dotsource.de
Prima Live Ltd.,http://www.gimigames.de/,"Barbara Mifsud-Kempkens, Christian Wei",2008,Malta,Online-Spieleplattform,
Primacado UG,http://www.primacado.de/,"Daniel K?vary, Maximilian Thyssen",2010,M?nchen,Nachfrageportal für Reisen,info@primacado.de
PriorMart AG,http://www.priormart.com,Peter Schilling,2005,Brandenburg a.d.Havel,Online-Plattform f?r notarielle Hinterlegungen,info@priormart.com
Private Lesson GmbH,http://www.schulen-vernetzt.de,"Karsten Doehring, Jens Sonnenschein",2008,Willich,Online-Plattform für Schüler und Lehrer,
Private Sale GmbH,http://www.brands4friends.de/,"Christian Heitmeyer, Constantin Bisanz, Kai Schoppen",2007,Berlin,Shopping-Community,
Pro 3 Games GmbH,http://pro3games.com/,,2011,Linz,Spiele-Start-up,
Productsup GmbH,http://productsup.io/,"Johannis Hatt, Kai Seefeldt ",2010,Simmelsdorf,Google Base-Agentur,cloudinfo@productsup.com
produki UG (haftungsbeschr?nkt),http://www.produki.de,Roland Sch?fer,2009,Bonn,Konsumentendienst,info@produki.de
ProfitBricks GmbH,http://www.profitbricks.de/,"Achim Wei?, Andreas Gauger",2010,Berlin,"Cloud Hosting, IaaS (Infrastructure as a Service)",product@profitbricks.com
Projecter GmbH,http://www.projecter.de,"Katja von der Burg, Patrick Hundt",2008,Leipzig,Online-Marketing-Agentur,info@projecter.de
Projekt von null212 und SIDD Enterprises,http://www.tripflip.de/,"Jan Sch?fer, Jan Fervers",2007,Lampertheim,Reise-Community,jschaefer@tripflip.de
Proximic Inc.,http://www.proximic.com/,"Thomas Nitsche, Philipp Pieper",2007,"M?nchen, Palo Alto",Semantische Suchapplikation,
puzzle & play GmbH,https://www.fotopuzzle.de/,Franz Trescher,,Altenstadt a. d. Waldnaab,,
Qitera GmbH,http://www.qitera.com/,"J?rg Lamprecht, Rene Seeber, Carlo Velten",2007,Kassel,Semantische Internet-Suche,info@qitera.com
QTom GmbH,http://qtom.de/,"Tobias Fr?hlich, Oliver Koch",2009,Hamburg,Musikfernsehen,info@qtom.tv
Quadeo.net GmbH,http://www.quadeo.net,"Heiko L?demann, Gunter M?ller",2008,Stuttgart,Karrieregemeinschaft,
Queerlee GbR,http://www.queerlee.net,"Daniel Verst, Christoph M?ller, Mara Krois",2008,Kaltenkirchen,Social Network f?r Lesben und Schwule,
quillp GmbH,http://www.quillp.com,"Alexander Braun, Rolf Eggenberger",2008,"St. Gallen, Berlin",Literatur-Community,info@quillp (punk) com
Quizduell Ltd.,http://www.quizduell.com,Stefan Neubig,2007,Darmstadt,Online-Quiz-Plattform,info@quizduell.com
quofox GmbH,https://www.quofox.com,"Frank Mies, Stephanie O‘Reilly",2015,Berlin,Marktplatz für Wissen und virtuelles Lernen,
Quotatis GmbH,http://www.quotatis.de/,Jens Oenicke,2005,K?ln,Online-Marktplatz f?r Handwerks-Auftr?ge und Dienstleistungen,
Qype GmbH,http://www.qype.de,Stephan Uhrenbacher,2006,Hamburg,Online-Stadtmagazin,info@qype.de
radio.de GmbH,http://www.radio.de/,"Andreas Arntzen, Karl-R?diger Garbs",2007,Hamburg,Plattform für Audioinhalte,kontakt@radio.de
rasenstars.de GbR,http://www.rasenstars.de,"Andr? Dylanski, Lars M?hlmann, Philipp Schild, Timo M?nkenwarf",2007,Oldenburg (Oldb.),Online-Plattform f?r Amateurkicker,andre.dylanski@rasenstars.de
RatePAY GmbH,http://www.ratepay.de/,"Miriam Wohlfarth, Jesper Wahrendorf",2009,Berlin,Zahlungsdienstleister,info@ratepay.com
raumobil GmbH,http://www.raumobil.de/,"Michael B?ttger, Oliver Wolf",2006,Karlsruhe,Vermittlungsplattform f?r Mitfahrgelegenheiten und Transporte,
RCS recash service GmbH,http://www.rabatt.net,Marco Bollow,2007,Hamburg,Rabatt-Community,
Real Estate Online Solutions GmbH,http://www.dotproperty.de,"G?nter Porth, Thomas Gawlitta",2008,Berlin,Online-Marktplatz für den professionellen Immobilienhandel,info@dotproperty.de
realis.communities GmbH,http://www.studihelp.de/,Karsten Wysk,2007,M?nchen,Studenten-Community,karsten.wysk@realis-communities.com
realis.communities GmbH,http://www.meinsport.de/,Karsten Wysk,2007,M?nchen,Sportler-Netzwerk,karsten.wysk@realis-communities.com
Rebate Networks GmbH,http://www.rebatenetworks.com/,Michael Brehm,2010,Berlin,Weltweites Groupon-Netzwerk,info@rebatenetworks.com
reBuy reCommerce GmbH,http://www.rebuy.de,"Marcus B?rner, Lawrence Leuschner",2004,Berlin,An- und Verkaufplattform,
RedMoon Studios GmbH & Co. KG,http://www.redmoonstudios.de/,"Stefan Faller,  Michael Lehmann",2003,Augsburg,Browserspiele-Hersteller,info@redmoonstudios.de
RegioHelden GmbH,http://www.regiohelden.de/,Feliks Eyser,2010,Stuttgart,Optimierung von Online-Werbung für lokale Unternehmen,info@regiohelden.de
Remime Ltd.,http://remime.com,Danijel Nevistic,2008,Karlsruhe,"Erinerungsservice für Geburtstage, Jahrestage und Events",contact@remime.com
renesim GmbH,http://www.renesim.com/,"Maximilian Hemmerle, Georg Schmidt-Sailer",2010,M?nchen,Online-Luxusjuwelier,
ResearchGATE GmbH,http://www.researchgate.net/,"Ijad Madisch, S?ren Hofmayer",2009,Berlin,Social Network für Forscher,
Risk.Ident GmbH,http://www.riskident.com,"Martin Mildner, Roberto Valerio",2013,Hamburg,Software zur Betrugsprävention,contact@riskident.com
